2018-09-24 11:00:03	8.982665	9.97390652	9.846797
2018-09-24 11:00:23	8.982055	9.907987	9.855952
2018-09-24 11:00:43	8.980834	9.873806	9.842219
2018-09-24 11:01:03	8.982055	9.84511852	9.842219
2018-09-24 11:01:23	8.982055	9.832301	9.848323
2018-09-24 11:01:43	8.995483	9.845729	9.828486
2018-09-24 11:02:03	9.005859	9.875027	9.82696
2018-09-24 11:02:23	9.018678	9.88052	9.822382
2018-09-24 11:02:43	9.027223	9.89578	9.820856
2018-09-24 11:03:03	9.047976	9.901883	9.814753
2018-09-24 11:03:23	9.069338	9.923857	9.837642
2018-09-24 11:03:43	9.069338	9.901883	9.860531
2018-09-24 11:04:03	9.082767	9.895169	9.887997
2018-09-24 11:04:23	9.095584	9.894559	9.920041
2018-09-24 11:04:43	9.110233	9.901883	9.939878
2018-09-24 11:05:03	9.148686	9.907987	9.982604
2018-09-24 11:05:23	9.16272449	9.930571	9.994812
2018-09-24 11:05:43	9.177374	9.953155	10.0238047
2018-09-24 11:06:03	9.190802	9.974517	10.045167
2018-09-24 11:06:23	9.177374	9.974517	10.007019
2018-09-24 11:06:43	9.148686	9.951933	9.92462
2018-09-24 11:07:03	9.109012	9.930571	9.848323
2018-09-24 11:07:23	9.110233	9.909818	9.804071
2018-09-24 11:07:43	9.110844	9.923857	9.773553
2018-09-24 11:08:03	9.112064	9.953765	9.755241
2018-09-24 11:08:23	9.112064	9.951933	9.735405
2018-09-24 11:08:43	9.110233	9.953155	9.746086
2018-09-24 11:09:03	9.125492	9.975738	9.755241
2018-09-24 11:09:23	9.125492	9.998932	9.758293
2018-09-24 11:09:43	9.15479	9.997711	9.75219
2018-09-24 11:10:03	9.161504	9.99649048	9.750664
2018-09-24 11:10:23	9.177374	10.0056458	9.755241
2018-09-24 11:10:43	9.185919	10.0038147	9.768975
2018-09-24 11:11:03	9.192022	10.0056458	9.805597
2018-09-24 11:11:23	9.208503	10.01236	9.837642
2018-09-24 11:11:43	9.230475	10.0343332	9.859004
2018-09-24 11:12:03	9.259163	10.0550861	9.903256
2018-09-24 11:12:23	9.267709	10.0770588	9.941404
2018-09-24 11:12:43	9.289071	10.084384	9.98413
2018-09-24 11:13:03	9.309214	10.1081877	10.0161753
2018-09-24 11:13:23	9.345225	10.1264992	10.0527973
2018-09-24 11:13:43	9.345836	10.106967	10.0543232
2018-09-24 11:14:03	9.290292	10.084384	10.0039673
2018-09-24 11:14:23	9.259773	10.0569172	9.915463
2018-09-24 11:14:43	9.230475	10.027009	9.817804
2018-09-24 11:15:03	9.215827	10.0117493	9.758293
2018-09-24 11:15:23	9.215827	10.01358	9.714042
2018-09-24 11:15:43	9.217658	10.0343332	9.709464
2018-09-24 11:16:03	9.209113	10.049593	9.712516
2018-09-24 11:16:23	9.210944	10.049593	9.714042
2018-09-24 11:16:44	9.211555	10.0489826	9.718619
2018-09-24 11:17:04	9.215827	10.0489826	9.7293005
2018-09-24 11:17:24	9.217048	10.0489826	9.735405
2018-09-24 11:17:44	9.230475	10.0489826	9.756767
2018-09-24 11:18:04	9.245125	10.01236	9.772027
2018-09-24 11:18:24	9.261604	10.0056458	9.817804
2018-09-24 11:18:44	9.266488	10.0062561	9.854426
2018-09-24 11:19:04	9.282968	10.01358	9.886471
2018-09-24 11:19:24	9.294564	10.02823	9.90936
2018-09-24 11:19:44	9.309214	10.0331125	9.941404
2018-09-24 11:20:04	9.345836	10.049593	10.0054932
2018-09-24 11:20:24	9.35255	10.07828	10.0543232
2018-09-24 11:20:44	9.36842	10.0923185	10.0756855
2018-09-24 11:21:04	9.351939	10.1350441	10.0436411
2018-09-24 11:21:24	9.295175	10.1350441	9.979552
2018-09-24 11:21:44	9.266488	10.1142921	9.903256
2018-09-24 11:22:04	9.24634552	10.049593	9.833064
2018-09-24 11:22:24	9.24634552	10.0263987	9.793389
2018-09-24 11:22:44	9.24634552	10.049593	9.788812
2018-09-24 11:23:04	9.231696	10.0575275	9.796441
2018-09-24 11:23:24	9.217048	10.0569172	9.793389
2018-09-24 11:23:44	9.23230648	10.0489826	9.784234
2018-09-24 11:24:04	9.231696	10.0508137	9.787286
2018-09-24 11:24:24	9.231696	10.0489826	9.790338
2018-09-24 11:24:44	9.231696	10.0575275	9.804071
2018-09-24 11:25:04	9.246956	10.0556965	9.825434
2018-09-24 11:25:24	9.261604	10.0569172	9.831538
2018-09-24 11:25:44	9.268319	10.07828	9.869686
2018-09-24 11:26:04	9.282968	10.0788908	9.907834
2018-09-24 11:26:24	9.290902	10.086215	9.936827
2018-09-24 11:26:44	9.310434	10.0929289	9.974975
2018-09-24 11:27:04	9.318979	10.1155128	10.007019
2018-09-24 11:27:24	9.35255	10.1155128	10.0436411
2018-09-24 11:27:44	9.35377	10.12772	10.0497456
2018-09-24 11:28:04	9.309824	10.12772	9.9887085
2018-09-24 11:28:24	9.267709	10.1094093	9.915463
2018-09-24 11:28:44	9.246956	10.0508137	9.849849
2018-09-24 11:29:04	9.23230648	10.01358	9.807123
2018-09-24 11:29:24	9.23230648	10.0074768	9.778131
2018-09-24 11:29:44	9.217658	10.0062561	9.767449
2018-09-24 11:30:04	9.219489	9.998932	9.787286
2018-09-24 11:30:24	9.218268	10.01358	9.80102
2018-09-24 11:30:44	9.218268	10.02823	9.831538
